id;a0;a1;a2;a3;a4;Column1
cero;31;258.738;0.000279955;0;-1;0
cero;31;201.341;0.00235143;0;-1;0
cero;31;203.037;0.00437566;0;-1;0
cero;31;202.999;0.00667058;0;-1;0
cero;31;202.775;0.00587345;0;-1;0
cero;31;199.697;0.000210502;0;-1;0
cero;31;204.739;0.000202789;0;-1;0
cero;31;206.396;0.000218656;0;-1;0
cero;31;196.523;0.00213228;0;-1;0
cero;31;214.646;0.00117231;0;-1;0
cero;31;272.488;0.000421583;0;-1;0
cero;31;334.244;0.000186891;0;-1;0
cero;31;213.641;0.00266688;0;-1;0
cero;31;203.87;0.00161783;0;-1;0
cero;31;233.148;0.000386504;0;-1;0
cero;31;215.939;0.000884481;0;-1;0
cero;31;215.229;0.0027857;0;-1;0
cero;31;254.914;0.000209788;0;-1;0
cero;31;205.159;0.000238095;0;-1;0
cero;31;195.205;0.000194996;0;-1;0
cero;31;205.442;0.0027968;0;-1;0
cero;31;205.647;0.000186471;0;-1;0
cero;31;273.554;0.000291541;0;-1;0
cero;31;197.018;0.00322672;0;-1;0
cero;31;189.426;0.00290284;0;-1;0
cero;31;254.9;0.000242501;0;-1;0
cero;31;243.239;0.000280477;0;-1;0
cero;31;258.142;0.000259207;0;-1;0
cero;31;181.104;0.00376546;0;-1;0
cero;31;199.85;0.00614981;0;-1;0
cero;31;186.434;0.00032015;0;-1;0
cero;31;210.475;0.00444083;0;-1;0
cero;31;33.5828;0.000266371;0;-1;0
cero;31;213.464;0.000283087;0;-1;0
cero;31;121.445;0.00024906;0;-1;0
cero;31;204.933;0.00180098;0;-1;0
cero;31;267.967;0.000497378;0;-1;0
cero;31;281.603;0.000246124;0;-1;0
cero;31;208.072;0.00117524;0;-1;0
cero;31;235.942;0.00031867;0;-1;0
cero;31;204.975;0.000278536;0;-1;0
cero;31;205.594;0.00433122;0;-1;0
cero;31;268.18;0.000496806;0;-1;0
cero;31;155.942;0.000205292;0;-1;0
cero;31;186.456;0.000857263;0;-1;0
cero;31;202.799;0.00310516;0;-1;0
cero;31;263.568;0.000510606;0;-1;0
cero;31;186.155;0.00105532;0;-1;0
cero;31;211.109;0.000216583;0;-1;0
cero;31;189.783;0.000782025;0;-1;0
cero;31;194.302;0.00303265;0;-1;0
cero;31;191.861;0.000306434;0;-1;0
cero;31;25.773;0.000233014;0;-1;0
cero;31;330.813;0.000224218;0;-1;0
cero;31;295.858;0.000191787;0;-1;0
cero;31;203.375;0.000297583;0;-1;0
cero;31;263.017;0.000183491;0;-1;0
cero;31;192.986;0.000406728;0;-1;0
cero;31;174.299;0.00181964;0;-1;0
cero;31;180.957;0.000186311;0;-1;0
cero;31;353.183;0.000193123;0;-1;0
cero;31;206.204;0.00309947;0;-1;0
cero;31;217.588;0.000192379;0;-1;0
cero;31;180.482;0.000528411;0;-1;0
cero;31;212.477;0.00174641;0;-1;0
cero;31;206.259;0.00334313;0;-1;0
cero;31;206.171;0.00205057;0;-1;0
cero;31;208.025;0.0034862;0;-1;0
cero;31;43.3924;0.000229867;0;-1;0
cero;31;146.383;0.000185686;0;-1;0
cero;31;221.143;0.000206565;0;-1;0
cero;31;206.054;0.00120073;0;-1;0
cero;31;261.954;0.000257963;0;-1;0
cero;31;228.928;0.000208146;0;-1;0
cero;31;197.958;0.00135749;0;-1;0
cero;31;231.589;0.000376;0;-1;0
cero;31;3.40848;0.000272707;0;-1;0
cero;31;240.351;0.000189579;0;-1;0
cero;31;219.152;0.00041562;0;-1;0
cero;31;198.811;0.00182213;0;-1;0
cero;31;280.5;0.000371925;0;-1;0
cero;31;207.055;0.00238402;0;-1;0
cero;31;289.206;0.000379982;0;-1;0
cero;31;199.002;0.00169512;0;-1;0
cero;31;194.527;0.0013238;0;-1;0
cero;31;212.475;0.00368192;0;-1;0
cero;31;211.255;0.000734105;0;-1;0
cero;31;180.14;0.00710701;0;-1;0
cero;31;261.079;0.000256642;0;-1;0
cero;31;186.976;0.000214344;0;-1;0
cero;31;169.355;0.000258318;0;-1;0
cero;31;206.772;0.00213719;0;-1;0
cero;31;199.518;0.005092;0;-1;0
cero;31;200.732;0.00187013;0;-1;0
cero;31;230.469;0.000350787;0;-1;0
cero;31;250.057;0.000191667;0;-1;0
cero;31;205.477;0.000497192;0;-1;0
cero;31;194.243;0.00298879;0;-1;0
cero;31;248.395;0.000199458;0;-1;0
cero;31;1.75607;0.000244853;0;-1;0
cero;31;200.561;0.00159454;0;-1;0
cero;31;202.946;0.00484682;0;-1;0
cero;31;211.517;0.000192524;0;-1;0
cero;31;259.067;0.000240109;0;-1;0
cero;31;199.682;0.00260478;0;-1;0
cero;31;62.2036;0.000218676;0;-1;0
cero;31;307.261;0.000333187;0;-1;0
cero;31;250.217;0.000434733;0;-1;0
cero;31;304.867;0.000252718;0;-1;0
cero;31;176.099;0.00413661;0;-1;0
cero;31;202.914;0.000253664;0;-1;0
cero;31;199.754;0.00185749;0;-1;0
cero;31;18.4256;0.000253844;0;-1;0
cero;31;301.976;0.000303436;0;-1;0
cero;31;212.202;0.000919545;0;-1;0
cero;31;238.475;0.000222085;0;-1;0
cero;31;351.04;0.000192849;0;-1;0
cero;31;213.43;0.00301333;0;-1;0
cero;31;212.793;0.000238379;0;-1;0
cero;31;210.58;0.00210406;0;-1;0
cero;31;234.73;0.000268583;0;-1;0
cero;31;296.249;0.000188229;0;-1;0
cero;31;182.607;0.000201434;0;-1;0
cero;31;188.892;0.00114601;0;-1;0
cero;31;150.818;0.000305145;0;-1;0
cero;31;231.159;0.000224593;0;-1;0
cero;31;294.564;0.000351611;0;-1;0
cero;31;164.07;0.000193626;0;-1;0
cero;31;267.739;0.000224671;0;-1;0
cero;31;306.562;0.000320724;0;-1;0
cero;31;208.592;0.000191483;0;-1;0
cero;31;274.852;0.000275392;0;-1;0
cero;31;259.566;0.000268382;0;-1;0
cero;31;98.8399;0.000261587;0;-1;0
cero;31;281.578;0.000291266;0;-1;0
cero;31;207.398;0.000303405;0;-1;0
cero;31;207.019;0.00134507;0;-1;0
cero;31;49.4823;0.000198219;0;-1;0
cero;31;193.233;0.00126004;0;-1;0
cero;31;209.601;0.00213689;0;-1;0
cero;31;211.085;0.00113927;0;-1;0
cero;31;256.007;0.000386857;0;-1;0
cero;31;218.831;0.0012279;0;-1;0
cero;31;209.483;0.00247436;0;-1;0
cero;31;288.866;0.000287994;0;-1;0
cero;31;152.173;0.0001909;0;-1;0
cero;31;250.084;0.000204756;0;-1;0
cero;31;212.07;0.000486391;0;-1;0
cero;31;226.533;0.00028599;0;-1;0
cero;31;276.905;0.000212671;0;-1;0
cero;31;302.917;0.000288173;0;-1;0
cero;31;198.188;0.00198767;0;-1;0
cero;31;124.499;0.000186796;0;-1;0
cero;31;284.063;0.000186312;0;-1;0
cero;31;81.4002;0.000264739;0;-1;0
cero;31;199.767;0.00237557;0;-1;0
cero;31;217.097;0.00283666;0;-1;0
cero;31;188.781;0.00249799;0;-1;0
cero;31;215.212;0.000200705;0;-1;0
cero;31;198.121;0.00397752;0;-1;0
cero;31;11.9944;0.000311026;0;-1;0
cero;31;304.69;0.000310467;0;-1;0
cero;31;202.087;0.00118926;0;-1;0
cero;31;187.503;0.000267373;0;-1;0
cero;31;315.319;0.000243332;0;-1;0
cero;31;205.393;0.00199097;0;-1;0
cero;31;176.363;0.000185485;0;-1;0
cero;31;209.53;0.000852275;0;-1;0
cero;31;209.287;0.000886853;0;-1;0
cero;31;187.77;0.000349799;0;-1;0
cero;31;208.938;0.00202054;0;-1;0
cero;31;189.324;0.000400719;0;-1;0
cero;31;206.377;0.00141392;0;-1;0
cero;31;23.6694;0.000197642;0;-1;0
cero;31;261.217;0.000317639;0;-1;0
cero;31;204.582;0.000861651;0;-1;0
cero;31;198.015;0.00102073;0;-1;0
cero;31;303.079;0.000205951;0;-1;0
cero;31;228.188;0.000235577;0;-1;0
cero;31;123.801;0.000245715;0;-1;0
cero;31;203.226;0.000602209;0;-1;0
cero;31;252.625;0.000263139;0;-1;0
cero;31;196.17;0.000296679;0;-1;0
cero;31;199.736;0.000858362;0;-1;0
cero;31;173.89;0.00599528;0;-1;0
cero;31;55.4816;0.000522904;0;-1;0
cero;31;187.715;0.000192529;0;-1;0
cero;31;200.093;0.00172113;0;-1;0
cero;31;186.584;0.00277853;0;-1;0
cero;31;189.256;0.00450345;0;-1;0
cero;31;205.952;0.00222148;0;-1;0
cero;31;248.413;0.000282474;0;-1;0
cero;31;154.472;0.000183068;0;-1;0
cero;31;203.529;0.00189673;0;-1;0
cero;31;205.429;0.00327815;0;-1;0
cero;31;204.065;0.00193384;0;-1;0
cero;31;199.82;0.00198664;0;-1;0
cero;31;4.37995;0.000190175;0;-1;0
cero;31;196.935;0.00134163;0;-1;0
cero;31;290.314;0.000268399;0;-1;0
cero;31;318.818;0.000234458;0;-1;0
cero;31;189.932;0.00373362;0;-1;0
cero;31;283.09;0.000210396;0;-1;0
cero;31;203.64;0.000268977;0;-1;0
cero;31;20.614;0.000193615;0;-1;0
cero;31;196.817;0.000577931;0;-1;0
cero;31;298.883;0.000333961;0;-1;0
cero;31;230.353;0.000217476;0;-1;0
cero;31;199.309;0.000444322;0;-1;0
cero;31;260.785;0.000449928;0;-1;0
cero;31;148.949;0.000281203;0;-1;0
cero;31;202.689;0.000542731;0;-1;0
cero;31;248.504;0.000536549;0;-1;0
cero;31;192.782;0.00487148;0;-1;0
cero;31;211.908;0.000251437;0;-1;0
cero;31;226.029;0.000371629;0;-1;0
cero;31;337.97;0.00030216;0;-1;0
cero;31;200.343;0.000456031;0;-1;0
cero;31;202.048;0.00285356;0;-1;0
cero;31;198.703;0.000477061;0;-1;0
cero;31;239.674;0.000275014;0;-1;0
cero;31;195.467;0.000290327;0;-1;0
cero;31;253.802;0.000267032;0;-1;0
cero;31;185.125;0.000364089;0;-1;0
cero;31;242.483;0.000222339;0;-1;0
cero;31;19.0971;0.00042266;0;-1;0
cero;31;188.844;0.000251497;0;-1;0
cero;31;197.189;0.00115989;0;-1;0
cero;31;176.889;0.000681365;0;-1;0
cero;31;206.812;0.00103857;0;-1;0
cero;31;210.702;0.00117769;0;-1;0
cero;31;208.511;0.000633545;0;-1;0
cero;31;246.052;0.000256871;0;-1;0
cero;31;209.57;0.00201704;0;-1;0
cero;31;201.878;0.00236402;0;-1;0
cero;31;200.381;0.000366505;0;-1;0
cero;31;229.094;0.000319052;0;-1;0
cero;31;198.841;0.00184284;0;-1;0
cero;31;187.87;0.000361697;0;-1;0
cero;31;206.56;0.00256931;0;-1;0
cero;31;203.242;0.001577;0;-1;0
cero;31;192.237;0.000874357;0;-1;0
cero;31;241.539;0.000214674;0;-1;0
cero;31;203.579;0.000581017;0;-1;0
cero;31;202.939;0.000292357;0;-1;0
cero;31;207.958;0.000193449;0;-1;0
cero;31;184.265;0.000430894;0;-1;0
cero;31;260.402;0.000315853;0;-1;0
cero;31;198.366;0.000291704;0;-1;0
cero;31;201.279;0.000662949;0;-1;0
cero;31;215.745;0.000259901;0;-1;0
cero;31;194.11;0.000837293;0;-1;0
cero;31;204.395;0.00142792;0;-1;0
cero;31;232.115;0.000326678;0;-1;0
cero;31;202.451;0.0012185;0;-1;0
cero;31;187.911;0.000368147;0;-1;0
cero;31;242.255;0.00023947;0;-1;0
cero;31;197.175;0.00233112;0;-1;0
cero;31;186.96;0.00399663;0;-1;0
cero;31;190.796;0.00124622;0;-1;0
cero;31;205.103;0.000277846;0;-1;0
cero;31;194.63;0.00130589;0;-1;0
cero;31;102.961;0.000330382;0;-1;0
cero;31;201.412;0.00288652;0;-1;0
cero;31;151.093;0.000211687;0;-1;0
cero;31;200.904;0.0027623;0;-1;0
cero;31;55.6059;0.000266154;0;-1;0
cero;31;200.8;0.00101411;0;-1;0
cero;31;200.538;0.000199939;0;-1;0
cero;31;196.563;0.000775174;0;-1;0
cero;31;193.573;0.00166545;0;-1;0
cero;31;192.322;0.00434763;0;-1;0
cero;31;183.03;0.00040776;0;-1;0
cero;31;212.111;0.000505273;0;-1;0
cero;31;199.954;0.00103188;0;-1;0
cero;31;196.564;0.000777467;0;-1;0
cero;31;207.946;0.00316291;0;-1;0
cero;31;210.021;0.00319848;0;-1;0
cero;31;208.539;0.00112072;0;-1;0
cero;31;51.7881;0.000367514;0;-1;0
cero;31;205.237;0.00155073;0;-1;0
cero;31;180.565;0.00212784;0;-1;0
cero;31;178.465;0.00219293;0;-1;0
cero;31;235.508;0.000255127;0;-1;0
cero;31;175.747;0.00205668;0;-1;0
cero;31;172.994;0.000466485;0;-1;0
cero;31;197.691;0.0019805;0;-1;0
cero;31;206.463;0.000408933;0;-1;0
cero;31;195.635;0.000267873;0;-1;0
cero;31;177.34;0.000446153;0;-1;0
cero;31;213.087;0.000357202;0;-1;0
cero;31;284.344;0.000262484;0;-1;0
cero;31;194.036;0.000431804;0;-1;0
cero;31;103.565;0.000246158;0;-1;0
cero;31;194.538;0.000809634;0;-1;0
cero;31;223.889;0.000184954;0;-1;0
cero;31;222.416;0.00194134;0;-1;0
cero;31;259.386;0.000307453;0;-1;0
cero;31;218.882;0.00174852;0;-1;0
cero;31;184.509;0.00383703;0;-1;0
cero;31;208.597;0.000782662;0;-1;0
cero;31;208.678;0.0014428;0;-1;0
cero;31;190.209;0.0015565;0;-1;0
cero;31;193.7;0.00262838;0;-1;0
cero;31;190.015;0.00168346;0;-1;0
cero;31;202.475;0.000202592;0;-1;0
cero;31;207.96;0.00163846;0;-1;0
cero;31;326.492;0.00027119;0;-1;0
cero;31;206.579;0.00225002;0;-1;0
cero;31;224.51;0.000266322;0;-1;0
cero;31;182.449;0.00122651;0;-1;0
cero;31;186.664;0.0010724;0;-1;0
cero;31;183.714;0.00147646;0;-1;0
cero;31;185.971;0.000315262;0;-1;0
cero;31;191.248;0.000521034;0;-1;0
cero;31;206.282;0.00274604;0;-1;0
cero;31;204.707;0.0029587;0;-1;0
cero;31;206.734;0.00172929;0;-1;0
cero;31;202.591;0.00151119;0;-1;0
cero;31;200.544;0.00131179;0;-1;0
cero;31;235.113;0.000376844;0;-1;0
cero;31;191.395;0.00132827;0;-1;0
cero;31;199.871;0.00108974;0;-1;0
cero;31;201.745;0.000937834;0;-1;0
cero;31;208.503;0.00143168;0;-1;0
cero;31;213.522;0.000673898;0;-1;0
cero;31;214.059;0.000635311;0;-1;0
cero;31;184.496;0.00220154;0;-1;0
cero;31;206.216;0.00122183;0;-1;0
cero;31;125.598;0.000230759;0;-1;0
cero;31;196.272;0.00066114;0;-1;0
cero;31;229.889;0.00019386;0;-1;0
cero;31;99.4439;0.000185936;0;-1;0
cero;31;185.672;0.00138462;0;-1;0
cero;31;248.277;0.00032766;0;-1;0
cero;31;327.109;0.000229322;0;-1;0
cero;31;272.45;0.000485677;0;-1;0
cero;31;302.466;0.000351007;0;-1;0
cero;31;140.33;0.000223526;0;-1;0
cero;31;241.593;0.000370159;0;-1;0
cero;31;191.577;0.00224182;0;-1;0
cero;31;192.761;0.001921;0;-1;0
cero;31;198.816;0.000987572;0;-1;0
cero;31;197.3;0.000884421;0;-1;0
cero;31;83.0041;0.000251229;0;-1;0
cero;31;226.128;0.000240299;0;-1;0
cero;31;205.936;0.000340234;0;-1;0
cero;31;206.151;0.000287001;0;-1;0
cero;31;200.957;0.00106622;0;-1;0
cero;31;189.531;0.000356998;0;-1;0
cero;31;197.356;0.000999969;0;-1;0
cero;31;77.6406;0.000253961;0;-1;0
cero;31;204.113;0.000758655;0;-1;0
cero;31;206.899;0.00241347;0;-1;0
cero;31;247.302;0.000263933;0;-1;0
cero;31;206.076;0.00159407;0;-1;0
cero;31;209.233;0.000336999;0;-1;0
cero;31;215.964;0.00212585;0;-1;0
cero;31;243.027;0.000246866;0;-1;0
cero;31;179.923;0.000244651;0;-1;0
cero;31;205.692;0.00157618;0;-1;0
cero;31;226.138;0.000189379;0;-1;0
cero;31;208.075;0.000580277;0;-1;0
cero;31;305.816;0.000226685;0;-1;0
cero;31;209.836;0.00150419;0;-1;0
cero;31;338.448;0.000211844;0;-1;0
cero;31;309.831;0.000318807;0;-1;0
cero;31;194.741;0.00185965;0;-1;0
cero;31;209.88;0.000336175;0;-1;0
cero;31;214.179;0.000238701;0;-1;0
cero;31;244.241;0.000249471;0;-1;0
cero;31;128.343;0.000201334;0;-1;0
cero;31;80.9656;0.000252161;0;-1;0
cero;31;203.173;0.000754024;0;-1;0
cero;31;211.155;0.00234209;0;-1;0
cero;31;215.625;0.000443129;0;-1;0
cero;31;45.7957;0.00024461;0;-1;0
cero;31;194.53;0.000216062;0;-1;0
cero;31;314.271;0.000322851;0;-1;0
cero;31;194.108;0.0017249;0;-1;0
cero;31;34.1007;0.000219749;0;-1;0
cero;31;207.232;0.000860699;0;-1;0
cero;31;71.1531;0.000187808;0;-1;0
cero;31;179.293;0.000275588;0;-1;0
cero;31;200.313;0.000216792;0;-1;0
cero;31;205.808;0.00126638;0;-1;0
cero;31;203.32;0.00182211;0;-1;0
cero;31;201.787;0.000995271;0;-1;0
cero;31;201.12;0.00234947;0;-1;0
cero;31;204.909;0.000264819;0;-1;0
cero;31;200.546;0.00146432;0;-1;0
cero;31;197.825;0.00118899;0;-1;0
cero;31;190.4;0.00213739;0;-1;0
cero;31;204.629;0.00456196;0;-1;0
cero;31;311.094;0.000463135;0;-1;0
cero;31;194.963;0.00088022;0;-1;0
cero;31;208.847;0.00169426;0;-1;0
cero;31;210.533;0.00137144;0;-1;0
cero;31;204.044;0.00211959;0;-1;0
cero;31;250.543;0.000351075;0;-1;0
cero;31;197.487;0.00175971;0;-1;0
cero;31;190.025;0.00100932;0;-1;0
cero;31;292.576;0.000420966;0;-1;0
cero;31;188.629;0.00124235;0;-1;0
cero;31;259.257;0.000258652;0;-1;0
cero;31;204.391;0.000762348;0;-1;0
cero;31;208.132;0.000616831;0;-1;0
cero;31;199.549;0.000998692;0;-1;0
cero;31;195.366;0.00173192;0;-1;0
cero;31;190.926;0.00105017;0;-1;0
cero;31;181.2;0.0010805;0;-1;0
cero;31;189.579;0.00144589;0;-1;0
cero;31;194.767;0.00255396;0;-1;0
cero;31;198.829;0.00223412;0;-1;0
cero;31;209.671;0.000486272;0;-1;0
cero;31;207.716;0.00226219;0;-1;0
cero;31;229.749;0.00128118;0;-1;0
cero;31;209.349;0.00129715;0;-1;0
cero;31;193.657;0.00121877;0;-1;0
cero;31;312.681;0.000278085;0;-1;0
cero;31;51.5328;0.000281951;0;-1;0
cero;31;177.112;0.00251705;0;-1;0
cero;31;197.746;0.000943864;0;-1;0
cero;31;202.779;0.000803659;0;-1;0
cero;31;200.719;0.000237657;0;-1;0
cero;31;207.862;0.0011907;0;-1;0
cero;31;178.571;0.00242363;0;-1;0
cero;31;179.809;0.00273804;0;-1;0
cero;31;188.752;0.00213378;0;-1;0
cero;31;197.972;0.00337625;0;-1;0
cero;31;207.524;0.00232557;0;-1;0
cero;31;337.134;0.000211782;0;-1;0
cero;31;210.522;0.000199361;0;-1;0
cero;31;204.558;0.00284627;0;-1;0
cero;31;206.257;0.00152632;0;-1;0
cero;31;207.302;0.0015638;0;-1;0
cero;31;203.837;0.00125544;0;-1;0
cero;31;208.833;0.000410579;0;-1;0
cero;31;209.046;0.00101682;0;-1;0
cero;31;205.482;0.0020781;0;-1;0
cero;31;191.981;0.00185463;0;-1;0
cero;31;193.211;0.000609445;0;-1;0
cero;31;212.171;0.000266324;0;-1;0
cero;31;195.538;0.00167774;0;-1;0
cero;31;192.618;0.000596423;0;-1;0
cero;31;184.119;0.0010851;0;-1;0
cero;31;179.775;0.00139568;0;-1;0
cero;31;180.686;0.00163492;0;-1;0
cero;31;178.226;0.00238899;0;-1;0
cero;31;179.044;0.00177164;0;-1;0
cero;31;185.244;0.00237773;0;-1;0
cero;31;128.751;0.000260142;0;-1;0
cero;31;206.583;0.000339389;0;-1;0
cero;31;230.414;0.000314239;0;-1;0
cero;31;204.028;0.0055178;0;-1;0
cero;31;216.446;0.00579487;0;-1;0
cero;31;218.422;0.00327831;0;-1;0
cero;31;228.295;0.0017505;0;-1;0
cero;31;207.737;0.00285075;0;-1;0
cero;31;215.478;0.000202621;0;-1;0
cero;31;212.126;0.00104306;0;-1;0
cero;31;7.84098;0.000238342;0;-1;0
cero;31;251.555;0.0002201;0;-1;0
cero;31;190.005;0.00101676;0;-1;0
cero;31;304.7;0.000240649;0;-1;0
cero;31;201.807;0.00150017;0;-1;0
cero;31;211.442;0.00106182;0;-1;0
cero;31;176.184;0.00260449;0;-1;0
cero;31;199.754;0.00147078;0;-1;0
cero;31;201.895;0.00187924;0;-1;0
cero;31;204.1;0.000931625;0;-1;0
cero;31;203.596;0.0012825;0;-1;0
cero;31;203.226;0.00335332;0;-1;0
cero;31;205.044;0.000226532;0;-1;0
cero;31;199.513;0.00172549;0;-1;0
cero;31;197.079;0.000828216;0;-1;0
cero;31;192.966;0.000767056;0;-1;0
cero;31;192.038;0.00030939;0;-1;0
cero;31;193.936;0.00184246;0;-1;0
cero;31;253.718;0.000265712;0;-1;0
cero;31;193.001;0.000824213;0;-1;0
cero;31;237.767;0.000253084;0;-1;0
cero;31;43.7393;0.000352311;0;-1;0
cero;31;206.635;0.000867497;0;-1;0
cero;31;209.544;0.00120528;0;-1;0
cero;31;209.316;0.0017589;0;-1;0
cero;31;202.393;0.000855953;0;-1;0
cero;31;200.492;0.00384601;0;-1;0
cero;31;187.008;0.00080692;0;-1;0
cero;31;192.6;0.00113355;0;-1;0
cero;31;200.788;0.000435451;0;-1;0
cero;31;199.323;0.000804349;0;-1;0
cero;31;204.834;0.000569001;0;-1;0
cero;31;206.78;0.000280788;0;-1;0
cero;31;191.9;0.000699643;0;-1;0
cero;31;64.2688;0.000205811;0;-1;0
cero;31;197.386;0.000416276;0;-1;0
cero;31;199.344;0.0019783;0;-1;0
cero;31;202.59;0.00176575;0;-1;0
cero;31;11.6131;0.00020954;0;-1;0
cero;31;292.839;0.000311739;0;-1;0
cero;31;296.437;0.000298849;0;-1;0
cero;31;54.6293;0.000505818;0;-1;0
cero;31;189.889;0.00211079;0;-1;0
cero;31;256.575;0.000336349;0;-1;0
cero;31;186.185;0.00118854;0;-1;0
cero;31;181.765;0.00130795;0;-1;0
cero;31;215.307;0.00109239;0;-1;0
cero;31;216.39;0.000707964;0;-1;0
cero;31;214.779;0.00164339;0;-1;0
cero;31;192.676;0.00413557;0;-1;0
cero;31;193.64;0.00321251;0;-1;0
cero;31;197.14;0.00126872;0;-1;0
cero;31;193.968;0.00197968;0;-1;0
cero;31;193.677;0.00126701;0;-1;0
cero;31;205.853;0.00057943;0;-1;0
cero;31;210.421;0.000797549;0;-1;0
cero;31;220.674;0.000631974;0;-1;0
cero;31;215.402;0.000358546;0;-1;0
cero;31;218.098;0.00123641;0;-1;0
cero;31;217.668;0.000813352;0;-1;0
cero;31;218.733;0.000756457;0;-1;0
cero;31;201.576;0.00382421;0;-1;0
cero;31;207.812;0.00107261;0;-1;0
cero;31;180.387;0.00140021;0;-1;0
cero;31;186.926;0.000515891;0;-1;0
cero;31;246.879;0.000210196;0;-1;0
cero;31;200.083;0.00120756;0;-1;0
cero;31;201.101;0.00201167;0;-1;0
cero;31;199.827;0.00115998;0;-1;0
cero;31;201.211;0.00126763;0;-1;0
cero;31;194.587;0.00177266;0;-1;0
cero;31;192.458;0.000900222;0;-1;0
cero;31;187.097;0.00221041;0;-1;0
cero;31;184.177;0.0022473;0;-1;0
cero;31;183.069;0.00282596;0;-1;0
cero;31;189.86;0.000935836;0;-1;0
cero;31;194.956;0.000903331;0;-1;0
cero;31;202.205;0.00205854;0;-1;0
cero;31;201.306;0.00114186;0;-1;0
cero;31;200.928;0.00225998;0;-1;0
cero;31;194.585;0.00215789;0;-1;0
cero;31;193.611;0.00141747;0;-1;0
cero;31;203.463;0.00300115;0;-1;0
cero;31;195.501;0.00208838;0;-1;0
cero;31;205.039;0.00224331;0;-1;0
cero;31;202.303;0.00122416;0;-1;0
cero;31;200.468;0.00110047;0;-1;0
cero;31;188.415;0.00286609;0;-1;0
cero;31;191.709;0.0026875;0;-1;0
cero;31;196.004;0.00149949;0;-1;0
